CODIGO,CLIENTE,TAREFA,OBSERVACAO,CONCLUSAO
403,89 CAS - GOLDEN PARK - 26.751.220/0001-40,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
34,90 CAS - RESIDENCIAL BELA VISTA - 26.397.014/0001-84,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
445,93 CAS - ESTRELA DALVA - 08.765.415/0001-68,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
240,ADEME - 29.840.294/0001-41,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
264,AGAPE - GAMA - 42.495.456/0001-10,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
407,ALPHA RESIDENCE - 41.549.040/0001-74,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
266,ALVORADA - GAMA - 37.568.525/0001-38,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
528,AMSTERDA - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
278,ATHENAS - 27.001.138/0001-61,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
85,BEIJA FLOR - 14.941.838/0001-94,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
515,BELLA VITTA CLUB RESIDENCE - 38.158.638/0001-28,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
529,BH PRIME - 36.479.765/0001-01,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
441,BH PRIME II - 46.566.627/0001-05,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
514,BORGONHA - 39.956.770/0001-48,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
421,BOSQUE DOS IPES - 44.062.303/0001-04,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
242,BUENA IZA - 15.244.159/0001-29,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
491,CAMELL - 48.348.987/0001-66,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
279,CANAA - 11.456.195/0001-03,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
484,CANTO DOS PASSAROS - 46.838.225/0001-12,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
545,CHACARA 03 GAMA - RESIDENCIAL IMPERIO - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
459,RESIDENCIAL COLISEU - 47.108.894/0001-00,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
496,COLLINS - 48.961.190/0001-30,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
563,CONDOMINIO SMPW/SUL QUADRA 15 CONJUNTO 1 LOTE 07 - 46.738.256/0001-00,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
559,CONDOMINIO DA CHACARA 135/2 DO S.H.V.P. - 05.666.291/0001-75,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
448,CRIARTE - 47.094.521/0001-19,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
619,EDIFICIO CAPITAL - 43.081.452/0001-58,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
562,EDIFICIO GH EXCLUSIVE - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
462,EDIFICIO MAIRI - 34.359.900/0001-41,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
618,EDIFICIO RESIDENCIAL GRAN VITORIA - 52.846.785/0001-11,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
513,EDIFICIO RESIDENCIAL SEVEN - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,26/09/2024
325,ENCANTO DO LAGO II - 33.968.955/0001-96,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
531,ENCANTO DO LAGO III - 49.147.645/0001-40,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
280,ESMERALDA - GAMA - 26.744.879/0001-70,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
396,ESMERALDA - SHVP - 41.333.606/0001-26,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
97,ESQUINA DO SOL - 10.459.034/0001-00,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
378,ESTANCIA DEL REY - 25.976.810/0001-09,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
246,ESTRELA - 10.949.278/0001-63,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
527,FASANO RESIDENCE - 49.962.116/0001-09,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
401,FLOR DO CERRADO - GAMA - 40.192.503/0001-20,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
229,FLOR DO CERRADO - INCRA - 27.803.393/0001-28,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
247,FLORES GAMA - 21.564.516/0001-39,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
248,FREE WAY - 33.598.365/0001-19,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
451,GH PRIME III - 44.670.820/0001-66,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
534,GOLDEN GREEN - GAMA - 49.016.582/0001-93,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,01/10/2024
374,ILHA BELA - PONTE ALTA NORTE - 33.299.432/0001-02,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
282,INFINITE - 17.125.399/0001-30,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
432,IPE AMARELO - 26.956.071/0001-56,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
516,ISRAEL - 51.095.630/0001-28,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
481,IZIDORO - 47.115.059/0001-99,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
138,JARDINS DO GAMA - 27.983.165/0001-87,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
479,JOAO DE BARRO - 16.843.009/0001-02,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
419,KAIROS - 41.749.239/0001-46,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
480,LE GRAND VISTA - 46.167.869/0001-26,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
476,LEBLON RESIDENCE I - 47.108.769/0001-91,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
471,LEBLON RESIDENCE II - 46.952.038/0001-65,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
139,LUA BRANCA - 08.746.294/0001-07,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
140,LUAR DO CERRADO - 08.748.506/0001-95,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
285,LYRIOS - 13.479.485/0001-90,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
232,MAANAIM - 28.855.917/0001-97,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
543,MADRY - GAMA - 18.349.904/0001-92,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
485,MAKARIOS - 30.814.535/0001-67,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
461,MARECHAL RONDON - 14.740.889/0001-58,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
540,MARFIM - 42.883.332/0001-01,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
501,MILAO - VALPARAISO - 48.206.144/0001-25,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
392,MONTE VERDE - 40.118.087/0001-10,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
288,MORADA DO SOL - 11.440.183/0001-82,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
520,MORADA DOS FORTES - 37.030.437/0001-88,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
394,NOSSA SENHORA ABADIA - 38.073.076/0001-10,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
546,NOVO JARDINS - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
472,OREON BRANCO - 47.781.797/0001-75,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
253,OURO DE ITAIPU - 19.740.602/0001-03,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
143,PALOMA - 37.568.895/0001-75,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
436,PARAISO RESIDENCE - 43.345.303/0001-59,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
455,PARK AMIZADE - 45.968.060/0001-30,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
530,PARK IMPERIAL - 49.016.582/0001-93,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
145,PARK JEQUITIBA - 34.141.765/0001-63,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
149,PIAU - 10.936.481/0001-03,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
522,PLAZA RESIDENCE - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
380,PONTA VERDE - 40.764.707/0001-99,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
161,POR DO SOL II - 10.681.654/0001-81,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
497,PORTO SEGURO - 26 DE SETEMBRO - 48.178.573/0001-36,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
500,QI 18 BLOCO A - RESIDENCIAL BARCELONA - 04.105.880/0001-11,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
387,QUINTAS SANTA BARBARA - 15.261.181/0001-87,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,23/09/2024
609,RAJADINHA III - 15.486.296/0001-70,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
550,RAVI - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,23/09/2024
482,RENASCER - 48.386.450/0001-90,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
438,RESERVA NOBRE - 42.410.345/0001-63,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
410,RESIDENCIAL ANCHIETA - 41.905.103/0001-88,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
570,RESIDENCIAL CANCUN - 20.173.114/0001-40,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
506,CATETINHO - 49.561.880/0001-64,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
449,RESIDENCIAL CEDRO - 44.735.897/0001-77,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
136,RESIDENCIAL FLOR DE LIS - 13.785.508/0001-94,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
569,RESIDENCIAL GREEN VILLE - 40.456.086/0001-86,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
552,RESIDENCIAL GRENA - 43.718.298/0001-82,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
610,RESIDENCIAL ILHA BELA - AGUA QUENTE - 52.887.276/0001-37,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
622,RESIDENCIAL ITAPOA PARQUE CONDOMINIO 66 - 55.152.788/0001-43,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,01/10/2024
557,RESIDENCIAL PALMEIRAS DO RIACHO FUNDO I - 00.000.000/0000-00,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
621,RESIDENCIAL PARK DENNER - 15.245.126/0001-01,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
254,RESIDENCIAL PIEMONT - 11.574.216/0001-87,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,16/09/2024
542,RESIDENCIAL PORTO NOBRE - GAMA - 48.542.238/0001-75,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
537,CONDOMINIO RESIDENCIAL ROYALLE - 11.823.261/0001-28,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
511,RESIDENCIAL VISTA BELA - GAMA - 31.661.450/0001-59,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
450,ROYAL - 44.540.678/0001-32,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
431,RESIDENCIAL ROYALLE - 29.345.617/0001-20,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,23/09/2024
464,SABEDORIA INFINITA - 28.004.204/0001-10,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
473,SAFIRA - 46.953.176/0001-69,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
519,SAN MARCO RESIDENCE - 49.986.062/0001-03,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
539,SAN VILLE III - 43.660.953/0001-99,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
258,SANTA PAULA - 28.119.116/0001-63,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
192,SANTA RITA - 33.887.477/0001-90,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
466,SANTA RITA DE CASSIA - 48.270.586/0001-30,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
193,SAVANA - 08.790.631/0001-63,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
398,SELECT - 40.073.723/0001-35,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
429,SLS RESIDENCE - 42.685.696/0001-87,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
194,SOLAR DOS PINHEIROS - GAMA - 26.551.240/0001-78,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
291,SUCUPIRA - GAMA - 13.271.043/0001-53,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
220,TAMBAU - 29.877.002/0001-45,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
541,RESIDENCIAL TERRACOTA - 39.366.676/0001-39,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
556,TORRE DAS PALMEIRAS - 07.839.573/0001-52,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
524,TOTAL VILLE PLANALTINA- CONDOMINIO 9 - 37.013.064/0001-37,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
201,VENEZA - 28.922.612/0001-50,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
566,VERSATO - LOJAS - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
567,VERSATO - SALAS - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
526,VILA DAS MONTANHAS - 53.751.264/0001-43,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
424,VILA MALBEC - 42.649.762/0001-63,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
400,VILA PARK - 40.150.346/0001-90,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
465,VILLA REAL - 10.692.922/0001-60,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
523,VILLAGE DAS ACACIAS - 51.698.839/0001-86,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
507,VILLAGE PINHEIRO - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
364,VILLAGES DO SOL - 32.272.702/0001-10,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
553,VIP HOME - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
52,VIP TOWER - 37.568.927/0001-32,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,02/10/2024
430,VISTA DO VALE - 43.694.321/0001-46,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
361,VIVARE - GAMA - 39.679.373/0001-76,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
439,VIVENDAS DO CERRADO - 45.787.239/0001-91,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
383,W RESIDENCE I - 39.683.650/0001-14,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
384,W RESIDENCE II - 38.184.209/0001-25,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
385,W RESIDENCE III - 39.351.417/0001-34,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
525,WAL RESIDENCE - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
452,ZION - 49.197.785/0001-23,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,17/09/2024
558,ELEGANCE - GAMA - 41.646.913/0001-67,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
623,RESIDENCIAL SENSES - 780.107.720-20,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
629,RESIDENCIAL JARDINS EUROPA - 911.517.241-49,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
626,CONDOMINIO RESIDENCIAL LIV 703 - 42.234.621/0001-80,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
627,RESIDENCIAL MY DESIGN - 53.776.363/0001-80,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
630,CONDOMINIO VAROES - 53.067.855/0001-04,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
638,VAN GOGH IV - 712.317.901-30,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
640,SHALOM ONE - 009.972.276-03,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
628,RESIDENCIAL COLONIA PARK - 53.637.784/0001-20,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
632,CASTRO ALVES - 05.694.983/0001-27,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
634,SELF DESIGN - 063.140.011-70,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
633,IPE D'LOURDES - 55.659.834/0001-03,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
617,CONDOMINIO RESIDENCIAL ANGRA DOS REIS - 33.891.537/0001-48,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
641,RESIDENCIAL PEROLA - 51.264.270/0001-40,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
642,MORADA DOS LIRIOS - 03.718.872/0001-88,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
646,SQUARE GARDEN - 47.196.541/0001-09,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,01/10/2024
635,BARUC III - 54.340.706/0001-21,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
544,CENTRO EMPRESARIAL VICENTE PIRES - 40.389.556/0001-36,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
649,VILLA MADALENA RESIDENCE - 982.716.011-72,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
650,BOSQUE DOS PINHEIROS - 982.716.011-72,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,13/09/2024
648,JC LIMA - 369.251.101-97,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
644,ADVIR - 611.206.001-97,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,10/09/2024
428,ALLEGRO - 17.484.736/0001-85,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
636,VERSALHES - 32.213.321/0001-60,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,30/09/2024
645,IBIZA - 56.187.159/0001-11,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,12/09/2024
652,MAISON DEAUVILLE - 03.821.453/0001-77,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,06/09/2024
654,PARQUE DOS VENTOS - 20.009.548/0001-00,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,09/09/2024
661,CERRADO VIVO - 096.830.196-76,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
660,FLORESTA NACIONAL - 46.759.845/0001-66,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,13/09/2024
653,MANSOES RAIO DE SOL - CONDOMINIO ESTEVAM DUARTE - 55.959.264/0001-69,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,11/09/2024
499,RESIDENCIAL VISTA BELA - 48.002.715/0001-00,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
625,EDIFICIO NICIA - 01.718.329/0001-55,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
616,RESIDENCIAL FLAMBOYANT VILLE - 23.517.833/0001-20,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,25/09/2024
532,RESIDENCIAL TOP 7 - ,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,16/09/2024
663,RESERVA CARIBE - 854.320.401-15,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,23/09/2024
660,FLORESTA NACIONAL - 46.759.845/0001-66,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,01/10/2024
662,PRIMAVERA DO GUARA II - 073.592.601-83,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,20/09/2024
643,BLOCO B DO SHCE QUADRA 1309 - 12420951000107,4.9.01 GERACAO DA ARRECADACAO DIGITAL,,26/09/2024
368,03R GAMA - 08.959.916/0001-85,4.1.04 IMPRESSAO DE BOLETOS,,24/09/2024
55,06/A CAS - ASSOCIACAO POR DO SOL - 04.909.194/0001-01,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
26,10 CAAC - RESIDENCIAL LIRIOS DO VALLE - 07.833.042/0001-52,4.1.04 IMPRESSAO DE BOLETOS,,25/09/2024
4,10 SHA - VEREDAS - 12.865.490/0001-78,4.1.04 IMPRESSAO DE BOLETOS,,24/09/2024
59,113 SHVP - RESIDENCIAL ESPERANCA - 05.382.942/0001-03,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
67,131/A SHVP - RESIDENCIAL SUMMER VILLE - 13.727.838/0001-23,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
75,131/B SHVP - RESIDENCIAL SUMMER VILLE - 13.769.524/0001-93,4.1.04 IMPRESSAO DE BOLETOS,,30/09/2024
80,139 SHVP - RESIDENCIAL SONHO VERDE - 05.939.805/0001-19,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
94,140 SHVP - RESIDENCIAL CANAA COLIBRI - 04.696.674/0001-23,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
490,141/1 SHVP - 04.101.825/0001-53,4.1.04 IMPRESSAO DE BOLETOS,,26/09/2024
98,154/2 SHVP - RESIDENCIAL DAS PALMEIRAS - 03.922.573/0001-60,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
105,157 SHVP - 04.328.611/0001-14,4.1.04 IMPRESSAO DE BOLETOS,,19/09/2024
5,16 CAVC - RESIDENCIAL BOSQUE DOURADO - 10.225.850/0001-41,4.1.04 IMPRESSAO DE BOLETOS,,24/09/2024
270,16 GAMA - RESIDENCIAL YPE - 11.011.168/0001-19,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
30,16/A CAAC -RESIDENCIAL RECANTO DOS PASSAROS - 05.809.482/0001-49,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
147,160 SHVP - RESIDENCIAL DAS PALMEIRAS - 07.359.699/0001-20,4.1.04 IMPRESSAO DE BOLETOS,,16/09/2024
158,166 SHVP - 13.149.863/0001-77,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
159,170 SHVP - RESIDENCIAL DRUMMOND - 03.263.643/0001-16,4.1.04 IMPRESSAO DE BOLETOS,,20/09/2024
168,178 SHVP - RESIDENCIAL METROPOLITAN - 05.267.098/0001-61,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
179,179/B SHVP - RESIDENCIAL MORADA NOVA - 07.322.512/0001-13,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
7,18/A CAVC - 05.781.656/0001-02,4.1.04 IMPRESSAO DE BOLETOS,,27/09/2024
180,186 SHVP - CONDOMINIO RESIDENCIAL NOSSO LAR - 07.304.866/0001-35,4.1.04 IMPRESSAO DE BOLETOS,,20/09/2024
181,187 SHVP - CONDOMINIO JARDINS - 04.359.806/0001-21,4.1.04 IMPRESSAO DE BOLETOS,,26/09/2024
182,192 SHVP - RESIDENCIAL AGAPE - 14.299.616/0001-10,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
190,203 SHVP - RESIDENCIAL ESPERANCA - 05.398.114/0001-55,4.1.04 IMPRESSAO DE BOLETOS,,26/09/2024
8,21 SHA - RESIDENCIAL BRASILIA - 13.164.754/0001-29,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
191,215 SHVP - RESIDENCIAL PREMIUM - 13.028.989/0001-93,4.1.04 IMPRESSAO DE BOLETOS,,16/09/2024
198,218 SHVP - RECANTO DOS IPES - 05.578.233/0001-90,4.1.04 IMPRESSAO DE BOLETOS,,26/09/2024
15,22/A SHA - RESIDENCIAL ATIAIA - 07.245.752/0001-61,4.1.04 IMPRESSAO DE BOLETOS,,30/09/2024
199,220 SHVP - RESIDENCIAL PALMARES - 07.402.468/0001-51,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
95,231 SHVP - PORTAL DO SOL - 05.432.983/0001-59,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
99,233 SHVP - CONDOMINIO RESIDENCIAL VEDANA - 06.294.762/0001-24,4.1.04 IMPRESSAO DE BOLETOS,,25/09/2024
100,242 SHVP - RESIDENCIAL TOPAZIO - 05.801.811/0001-05,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
106,243 SHVP - RESIDENCIAL FENIX - 05.682.416/0001-50,4.1.04 IMPRESSAO DE BOLETOS,,13/09/2024
107,245 SHVP - 04.684.618/0001-79,4.1.04 IMPRESSAO DE BOLETOS,,25/09/2024
437,25 CAS - PARQUE DAS PRIMAVERAS - 03.474.040/0001-63,4.1.04 IMPRESSAO DE BOLETOS,,19/09/2024
108,250 SHVP - RESIDENCIAL FENIX - 04.022.510/0001-10,4.1.04 IMPRESSAO DE BOLETOS,,25/09/2024
109,256 SHVP - 04.720.890/0001-67,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
426,259 SHVP - 04.178.400/0001-42,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
422,26 SHA - 05.364.601/0001-05,4.1.04 IMPRESSAO DE BOLETOS,,30/09/2024
111,262 SHVP - RESIDENCIAL ENCONTRO DAS AGUAS - 04.656.375/0001-65,4.1.04 IMPRESSAO DE BOLETOS,,16/09/2024
112,267 SHVP  - RESIDENCIAL CALLIANDRA - 05.128.523/0001-31,4.1.04 IMPRESSAO DE BOLETOS,,17/09/2024
113,268 SHVP - RESIDENCIAL ROTA DO SOL - 03.146.458/0001-41,4.1.04 IMPRESSAO DE BOLETOS,,30/09/2024
